Amount	FirstDigit	SecondDigit	FirstTwo
$29.92	2	9	29
$20.50	2	0	20
$24.21	2	4	24
$31.86	3	1	31
$6.36	6	3	63
$21.25	2	1	21
$60.37	6	0	60
$27.61	2	7	27
$35.54	3	5	35
$30.77	3	0	30
$8.50	8	5	85
$6.36	6	3	63
$78.63	7	8	78
$87.25	8	7	87
$86.33	8	6	86
$59.46	5	9	59
$6.36	6	3	63
$30.57	3	0	30
$127.23	1	2	12
$65.08	6	5	65
$58.34	5	8	58
$69.46	6	9	69
$30.30	3	0	30
$11.51	1	1	11
$8.92	8	9	89
$22.26	2	2	22
$6.36	6	3	63
$20.17	2	0	20
$22.12	2	2	22
$14.86	1	4	14
$74.69	7	4	74
$22.68	2	2	22
$40.72	4	0	40
$11.50	1	1	11
$30.88	3	0	30
$6.20	6	2	62
$12.30	1	2	12
$47.29	4	7	47
$18.43	1	8	18
$9.69	9	6	96
$59.44	5	9	59
$36.22	3	6	36
$51.08	5	1	51
$12.30	1	2	12
$28.73	2	8	28
$12.30	1	2	12
$25.44	2	5	25
$18.43	1	8	18
$12.30	1	2	12
$12.30	1	2	12
$25.44	2	5	25
$53.80	5	3	53
$12.30	1	2	12
$4.81	4	8	48
$30.69	3	0	30
$9.80	9	8	98
$12.30	1	2	12
$25.44	2	5	25
$6.20	6	2	62
$72.35	7	2	72
$12.30	1	2	12
$4.44	4	4	44
$6.20	6	2	62
$15.12	1	5	15
$18.43	1	8	18
$12.30	1	2	12
$30.38	3	0	30
$14.56	1	4	14
$52.34	5	2	52
$11.35	1	1	11
$12.10	1	2	12
$58.36	5	8	58
$80.41	8	0	80
$82.66	8	2	82
$70.10	7	0	70
$30.70	3	0	30
$29.76	2	9	29
$39.80	3	9	39
$42.95	4	2	42
$31.27	3	1	31
$10.60	1	0	10
$35.11	3	5	35
$43.86	4	3	43
$18.60	1	8	18
$30.70	3	0	30
$28.45	2	8	28
$28.26	2	8	28
$28.45	2	8	28
$17.16	1	7	17
$28.45	2	8	28
$56.71	5	6	56
$72.81	7	2	72
$56.71	5	6	56
$41.30	4	1	41
$26.76	2	6	26
$28.45	2	8	28
$53.71	5	3	53
$13.60	1	3	13
$54.44	5	4	54
$26.01	2	6	26
$40.55	4	0	40
$81.91	8	1	81
$2.25	2	2	22
$26.63	2	6	26
$31.66	3	1	31
$10.88	1	0	10
$11.25	1	1	11
$221.45	2	2	22
$660.34	6	6	66
$200.00	2	0	20
$341.37	3	4	34
$617.56	6	1	61
$950.00	9	5	95
$89.00	8	9	89
$95.00	9	5	95
$200.00	2	0	20
"$6,410.00"	6	4	64
"$2,244.00"	2	2	22
"$1,080.00"	1	0	10
"$1,080.00"	1	0	10
$745.50	7	4	74
$864.00	8	6	86
$672.00	6	7	67
"$1,080.00"	1	0	10
$504.00	5	0	50
"$1,080.00"	1	0	10
$458.25	4	5	45
"$1,161.00"	1	1	11
$502.13	5	0	50
$864.00	8	6	86
"$1,080.00"	1	0	10
"$1,201.50"	1	2	12
"$1,404.00"	1	4	14
"$1,181.25"	1	1	11
$580.50	5	8	58
$162.00	1	6	16
"$1,323.00"	1	3	13
"$1,262.25"	1	2	12
"$2,285.25"	2	2	22
"$2,186.25"	2	1	21
"$2,112.00"	2	1	21
"$2,062.50"	2	0	20
"$2,013.00"	2	0	20
$573.30	5	7	57
"$2,013.00"	2	0	20
"$1,889.25"	1	8	18
$220.50	2	2	22
"$1,468.50"	1	4	14
"$1,938.75"	1	9	19
"$1,839.75"	1	8	18
"$1,567.50"	1	5	15
"$1,790.25"	1	7	17
$330.75	3	3	33
"$1,320.00"	1	3	13
$220.50	2	2	22
"$1,740.75"	1	7	17
"$1,080.00"	1	0	10
"$1,242.00"	1	2	12
"$1,080.00"	1	0	10
$648.00	6	4	64
$18.20	1	8	18
$275.00	2	7	27
$300.00	3	0	30
$300.00	3	0	30
$300.00	3	0	30
$300.00	3	0	30
$168.00	1	6	16
$300.00	3	0	30
$22.80	2	2	22
$22.80	2	2	22
$261.00	2	6	26
$698.41	6	9	69
$500.88	5	0	50
$59.30	5	9	59
$54.02	5	4	54
$6.74	6	7	67
$113.00	1	1	11
$25.00	2	5	25
$14.06	1	4	14
$113.00	1	1	11
$22.00	2	2	22
$88.00	8	8	88
$88.00	8	8	88
$18.00	1	8	18
"$1,496.64"	1	4	14
"$1,538.39"	1	5	15
"$1,006.80"	1	0	10
"$2,293.43"	2	2	22
"$1,577.24"	1	5	15
"$12,118.31"	1	2	12
$602.88	6	0	60
$358.82	3	5	35
"$1,608.00"	1	6	16
"$2,311.00"	2	3	23
$820.80	8	2	82
"$1,340.16"	1	3	13
$123.48	1	2	12
"$2,310.75"	2	3	23
"$4,058.21"	4	0	40
"$5,328.81"	5	3	53
"$2,289.10"	2	2	22
"$4,569.88"	4	5	45
"$4,560.00"	4	5	45
"$1,340.16"	1	3	13
"$1,266.24"	1	2	12
$565.03	5	6	56
"$1,495.00"	1	4	14
$65.40	6	5	65
$70.40	7	0	70
"$4,000.00"	4	0	40
"$2,996.20"	2	9	29
"$2,300.00"	2	3	23
$724.50	7	2	72
"$2,322.00"	2	3	23
"$2,600.00"	2	6	26
$764.98	7	6	76
"$38,158.13"	3	8	38
"$4,000.00"	4	0	40
"$2,258.23"	2	2	22
$505.75	5	0	50
$47.50	4	7	47
"$1,515.50"	1	5	15
"$2,178.96"	2	1	21
"$2,723.00"	2	7	27
"$2,600.00"	2	6	26
"$38,158.13"	3	8	38
"$4,000.00"	4	0	40
"$1,300.00"	1	3	13
$800.00	8	0	80
"$1,042.19"	1	0	10
"$3,261.31"	3	2	32
"$3,261.31"	3	2	32
$182.15	1	8	18
$550.86	5	5	55
$88.74	8	8	88
"$4,000.00"	4	0	40
"$4,330.00"	4	3	43
"$2,600.00"	2	6	26
$588.00	5	8	58
"$10,312.98"	1	0	10
$604.55	6	0	60
$833.74	8	3	83
$450.19	4	5	45
$987.11	9	8	98
"$1,636.74"	1	6	16
"$3,062.00"	3	0	30
"$4,871.25"	4	8	48
$142.50	1	4	14
$588.00	5	8	58
"$106,679.00"	1	0	10
"$22,176.00"	2	2	22
"$7,200.00"	7	2	72
"$7,665.00"	7	6	76
$251.88	2	5	25
"$5,185.00"	5	1	51
"$4,735.36"	4	7	47
$699.94	6	9	69
$588.00	5	8	58
"$1,185.34"	1	1	11
$146.10	1	4	14
"$23,500.00"	2	3	23
"$4,629.00"	4	6	46
"$5,986.23"	5	9	59
$190.00	1	9	19
"$1,994.51"	1	9	19
"$3,545.75"	3	5	35
"$1,786.13"	1	7	17
"$9,480.00"	9	4	94
"$16,650.00"	1	6	16
"$10,275.00"	1	0	10
"$1,662.72"	1	6	16
"$1,555.20"	1	5	15
$849.38	8	4	84
"$5,016.00"	5	0	50
"$1,439.34"	1	4	14
"$1,608.00"	1	6	16
$435.00	4	3	43
$534.63	5	3	53
"$3,229.92"	3	2	32
"$75,763.95"	7	5	75
"$1,400.63"	1	4	14
$967.63	9	6	96
"$82,377.50"	8	2	82
"$3,002.00"	3	0	30
"$8,235.00"	8	2	82
"$10,175.00"	1	0	10
"$73,500.00"	7	3	73
"$1,495.00"	1	4	14
"$2,726.00"	2	7	27
"$3,369.00"	3	3	33
$30.00	3	0	30
$588.00	5	8	58
$115.00	1	1	11
$690.00	6	9	69
"$14,300.00"	1	4	14
"$1,552.00"	1	5	15
$172.50	1	7	17
"$1,327.50"	1	3	13
"$2,615.00"	2	6	26
$395.00	3	9	39
"$40,765.00"	4	0	40
$159.50	1	5	15
$405.00	4	0	40
$380.00	3	8	38
$190.00	1	9	19
$588.00	5	8	58
"$5,760.00"	5	7	57
"$8,580.00"	8	5	85
"$6,185.00"	6	1	61
$782.50	7	8	78
"$7,601.00"	7	6	76
"$41,635.00"	4	1	41
$130.00	1	3	13
$137.50	1	3	13
$588.00	5	8	58
"$149,374.00"	1	4	14
$190.00	1	9	19
"$2,690.00"	2	6	26
"$1,550.00"	1	5	15
$472.09	4	7	47
"$2,596.00"	2	5	25
"$23,500.00"	2	3	23
"$4,629.00"	4	6	46
"$16,650.00"	1	6	16
"$2,620.00"	2	6	26
"$5,200.00"	5	2	52
$588.00	5	8	58
$588.00	5	8	58
$435.00	4	3	43
$697.88	6	9	69
$535.50	5	3	53
$201.58	2	0	20
"$12,700.00"	1	2	12
"$8,160.00"	8	1	81
$906.00	9	0	90
"$10,505.00"	1	0	10
$588.00	5	8	58
$23.30	2	3	23
$16.79	1	6	16
$88.00	8	8	88
$262.50	2	6	26
$195.00	1	9	19
$200.00	2	0	20
$55.00	5	5	55
$400.00	4	0	40
$55.00	5	5	55
$55.00	5	5	55
$400.00	4	0	40
$110.00	1	1	11
$400.00	4	0	40
$55.00	5	5	55
$400.00	4	0	40
$55.00	5	5	55
$400.00	4	0	40
$55.00	5	5	55
$400.00	4	0	40
$55.00	5	5	55
$400.00	4	0	40
$55.00	5	5	55
$400.00	4	0	40
$110.00	1	1	11
$800.00	8	0	80
$110.00	1	1	11
$400.00	4	0	40
$55.00	5	5	55
$400.00	4	0	40
$400.00	4	0	40
$400.00	4	0	40
$55.00	5	5	55
$400.00	4	0	40
$55.00	5	5	55
$400.00	4	0	40
$142.00	1	4	14
$406.14	4	0	40
$518.79	5	1	51
$671.81	6	7	67
$173.78	1	7	17
$47.87	4	7	47
$299.16	2	9	29
$301.88	3	0	30
$600.00	6	0	60
($600.00)	6	0	60
"$2,254.50"	2	2	22
$593.46	5	9	59
$684.50	6	8	68
$757.87	7	5	75
$240.00	2	4	24
$235.00	2	3	23
$487.50	4	8	48
"$1,360.50"	1	3	13
$282.00	2	8	28
$350.00	3	5	35
$225.45	2	2	22
$50.00	5	0	50
$50.00	5	0	50
$282.00	2	8	28
$275.00	2	7	27
$306.60	3	0	30
$167.79	1	6	16
$75.00	7	5	75
$225.45	2	2	22
$2.81	2	8	28
$294.00	2	9	29
$332.00	3	3	33
$3.98	3	9	39
$163.35	1	6	16
$237.05	2	3	23
$163.35	1	6	16
$50.00	5	0	50
$275.00	2	7	27
$282.00	2	8	28
$306.60	3	0	30
$425.10	4	2	42
$185.28	1	8	18
$487.50	4	8	48
($160.94)	1	6	16
"$1,922.00"	1	9	19
$6.20	6	2	62
$332.00	3	3	33
$332.00	3	3	33
$50.00	5	0	50
$114.06	1	1	11
$190.29	1	9	19
$147.00	1	4	14
$237.05	2	3	23
$721.00	7	2	72
$487.50	4	8	48
$50.00	5	0	50
$132.30	1	3	13
$0.75	7	5	75
$2.85	2	8	28
"$1,275.50"	1	2	12
$332.00	3	3	33
$276.71	2	7	27
$282.00	2	8	28
$147.00	1	4	14
"$2,988.50"	2	9	29
$50.00	5	0	50
$365.91	3	6	36
$237.05	2	3	23
$332.00	3	3	33
$3.56	3	5	35
$98.87	9	8	98
$147.00	1	4	14
$237.05	2	3	23
$265.00	2	6	26
$91.71	9	1	91
$275.00	2	7	27
$237.05	2	3	23
$350.00	3	5	35
"$1,175.42"	1	1	11
"$4,812.83"	4	8	48
$4.31	4	3	43
$9.96	9	9	99
$9.96	9	9	99
$332.00	3	3	33
$332.00	3	3	33
$14.70	1	4	14
$275.00	2	7	27
$147.00	1	4	14
$306.60	3	0	30
$736.99	7	3	73
$487.50	4	8	48
$9.96	9	9	99
"$3,591.00"	3	5	35
$78.50	7	8	78
$332.00	3	3	33
$282.00	2	8	28
$147.00	1	4	14
$306.60	3	0	30
$470.00	4	7	47
$390.00	3	9	39
$332.00	3	3	33
$5.61	5	6	56
$268.75	2	6	26
"$2,557.80"	2	5	25
$282.00	2	8	28
$275.00	2	7	27
$294.00	2	9	29
$306.60	3	0	30
$487.50	4	8	48
$332.00	3	3	33
$14.94	1	4	14
$139.50	1	3	13
$693.03	6	9	69
$50.20	5	0	50
$287.38	2	8	28
$282.00	2	8	28
$147.00	1	4	14
$306.60	3	0	30
$487.50	4	8	48
$9.96	9	9	99
$332.00	3	3	33
$18.30	1	8	18
$306.60	3	0	30
$209.84	2	0	20
$282.00	2	8	28
$275.00	2	7	27
$14.94	1	4	14
$332.00	3	3	33
$25.00	2	5	25
$282.00	2	8	28
$275.00	2	7	27
$306.60	3	0	30
$149.40	1	4	14
$2.59	2	5	25
$4.23	4	2	42
$332.00	3	3	33
$187.65	1	8	18
$282.00	2	8	28
$303.90	3	0	30
$306.60	3	0	30
$171.23	1	7	17
$126.65	1	2	12
$372.63	3	7	37
$332.00	3	3	33
$955.26	9	5	95
$759.64	7	5	75
$824.14	8	2	82
$809.44	8	0	80
$88.00	8	8	88
"$3,924.97"	3	9	39
$694.78	6	9	69
"$1,417.60"	1	4	14
$926.24	9	2	92
"$1,115.83"	1	1	11
"$1,228.98"	1	2	12
"$6,745.03"	6	7	67
$491.86	4	9	49
$265.32	2	6	26
"$2,708.74"	2	7	27
$677.07	6	7	67
$54.78	5	4	54
$54.78	5	4	54
$477.85	4	7	47
"$1,874.35"	1	8	18
$179.60	1	7	17
$127.85	1	2	12
$88.00	8	8	88
$25.00	2	5	25
$405.37	4	0	40
$82.21	8	2	82
$122.78	1	2	12
$103.74	1	0	10
$255.14	2	5	25
$60.72	6	0	60
"$1,159.81"	1	1	11
"$1,193.79"	1	1	11
"$1,291.21"	1	2	12
$26.40	2	6	26
"$2,002.34"	2	0	20
$172.53	1	7	17
$418.00	4	1	41
$169.90	1	6	16
$177.39	1	7	17
$400.00	4	0	40
$294.07	2	9	29
$294.07	2	9	29
$210.20	2	1	21
$88.00	8	8	88
$35.00	3	5	35
$156.88	1	5	15
$27.72	2	7	27
$219.17	2	1	21
$35.33	3	5	35
$125.53	1	2	12
$147.13	1	4	14
$90.89	9	0	90
$219.65	2	1	21
$115.72	1	1	11
$455.00	4	5	45
$280.00	2	8	28
$135.00	1	3	13
$795.00	7	9	79
"$1,285.00"	1	2	12
$575.00	5	7	57
"$1,045.00"	1	0	10
$320.00	3	2	32
$385.00	3	8	38
"$19,500.00"	1	9	19
$100.00	1	0	10
$95.00	9	5	95
"$27,750.00"	2	7	27
"$3,950.00"	3	9	39
$300.00	3	0	30
$390.00	3	9	39
"$3,000.00"	3	0	30
$250.00	2	5	25
$290.00	2	9	29
"$1,785.00"	1	7	17
$330.00	3	3	33
$485.00	4	8	48
"$1,200.00"	1	2	12
$220.00	2	2	22
$205.00	2	0	20
$375.00	3	7	37
"$2,820.00"	2	8	28
$240.00	2	4	24
"$34,175.00"	3	4	34
"$4,180.00"	4	1	41
"$6,550.00"	6	5	65
"$1,015.00"	1	0	10
$600.00	6	0	60
"$3,655.00"	3	6	36
$487.50	4	8	48
"$1,440.00"	1	4	14
$575.00	5	7	57
$380.00	3	8	38
"$1,555.00"	1	5	15
"$1,230.00"	1	2	12
$390.00	3	9	39
"$1,200.00"	1	2	12
$390.00	3	9	39
$225.00	2	2	22
$390.00	3	9	39
"$2,705.00"	2	7	27
"$21,375.00"	2	1	21
"$1,250.00"	1	2	12
"$1,955.00"	1	9	19
"$1,200.00"	1	2	12
$255.00	2	5	25
$290.00	2	9	29
"$2,420.00"	2	4	24
"$2,580.00"	2	5	25
"$2,030.00"	2	0	20
"$1,770.00"	1	7	17
"$44,800.00"	4	4	44
"$1,525.00"	1	5	15
"$2,160.00"	2	1	21
$671.00	6	7	67
$910.00	9	1	91
$424.48	4	2	42
$5.60	5	6	56
$75.00	7	5	75
$230.00	2	3	23
$399.10	3	9	39
$66.06	6	6	66
$26.82	2	6	26
$200.00	2	0	20
$200.00	2	0	20
$24.00	2	4	24
$257.40	2	5	25
$200.00	2	0	20
$88.00	8	8	88
$50.00	5	0	50
$50.00	5	0	50
$264.38	2	6	26
$140.73	1	4	14
$9.79	9	7	97
"$1,408.78"	1	4	14
$832.99	8	3	83
$149.65	1	4	14
$840.84	8	4	84
$129.90	1	2	12
$832.99	8	3	83
$894.70	8	9	89
$135.31	1	3	13
$9.74	9	7	97
$9.74	9	7	97
$9.74	9	7	97
$103.44	1	0	10
$105.06	1	0	10
$103.44	1	0	10
$84.05	8	4	84
$84.05	8	4	84
$105.06	1	0	10
$84.05	8	4	84
$84.05	8	4	84
$105.06	1	0	10
$208.50	2	0	20
$206.88	2	0	20
$129.30	1	2	12
$103.44	1	0	10
$84.05	8	4	84
$129.30	1	2	12
$75.00	7	5	75
$25.00	2	5	25
$25.00	2	5	25
$25.00	2	5	25
$25.00	2	5	25
$25.00	2	5	25
"$1,244.00"	1	2	12
$500.00	5	0	50
$50.00	5	0	50
$46.16	4	6	46
$46.16	4	6	46
$111.70	1	1	11
$111.70	1	1	11
$643.32	6	4	64
$50.00	5	0	50
$50.00	5	0	50
$50.00	5	0	50
$46.16	4	6	46
$46.16	4	6	46
$111.70	1	1	11
$111.70	1	1	11
$50.00	5	0	50
$50.00	5	0	50
$50.00	5	0	50
$46.16	4	6	46
$111.70	1	1	11
$50.00	5	0	50
$46.16	4	6	46
$111.70	1	1	11
$50.00	5	0	50
$50.00	5	0	50
$50.00	5	0	50
$46.16	4	6	46
$46.16	4	6	46
$50.00	5	0	50
$50.00	5	0	50
$46.16	4	6	46
$111.70	1	1	11
$50.00	5	0	50
$46.16	4	6	46
$111.70	1	1	11
$50.00	5	0	50
$50.00	5	0	50
$46.16	4	6	46
$46.16	4	6	46
$111.70	1	1	11
$111.70	1	1	11
$50.00	5	0	50
$46.16	4	6	46
$46.16	4	6	46
$50.00	5	0	50
$46.16	4	6	46
$46.16	4	6	46
$50.00	5	0	50
$50.00	5	0	50
$50.00	5	0	50
$50.00	5	0	50
$50.00	5	0	50
$50.00	5	0	50
$50.00	5	0	50
$50.00	5	0	50
$46.16	4	6	46
$150.00	1	5	15
$126.51	1	2	12
$88.49	8	8	88
$205.92	2	0	20
$138.41	1	3	13
$170.50	1	7	17
$25.00	2	5	25
$25.00	2	5	25
$25.98	2	5	25
$299.89	2	9	29
$262.90	2	6	26
$535.82	5	3	53
$413.34	4	1	41
$81.30	8	1	81
$130.72	1	3	13
$232.06	2	3	23
$119.42	1	1	11
$159.33	1	5	15
$171.64	1	7	17
$47.00	4	7	47
$459.20	4	5	45
$59.95	5	9	59
$242.91	2	4	24
$383.00	3	8	38
$736.98	7	3	73
$292.16	2	9	29
$181.54	1	8	18
$181.54	1	8	18
$163.19	1	6	16
$115.18	1	1	11
$49.59	4	9	49
$118.83	1	1	11
$201.66	2	0	20
$95.53	9	5	95
$329.88	3	2	32
$157.31	1	5	15
$110.57	1	1	11
$497.88	4	9	49
$503.00	5	0	50
$64.31	6	4	64
$51.67	5	1	51
$751.63	7	5	75
$205.44	2	0	20
$493.34	4	9	49
$170.67	1	7	17
$62.61	6	2	62
$261.00	2	6	26
$170.11	1	7	17
$118.22	1	1	11
$451.52	4	5	45
$24.50	2	4	24
$3.81	3	8	38
$95.22	9	5	95
$24.50	2	4	24
$74.49	7	4	74
$73.25	7	3	73
$1.76	1	7	17
$50.94	5	0	50
$34.75	3	4	34
$24.50	2	4	24
$24.50	2	4	24
$53.12	5	3	53
$6.88	6	8	68
$24.50	2	4	24
$49.00	4	9	49
$41.01	4	1	41
$15.49	1	5	15
$22.79	2	2	22
$28.31	2	8	28
$35.68	3	5	35
$24.50	2	4	24
$54.64	5	4	54
$93.86	9	3	93
$26.43	2	6	26
$15.49	1	5	15
$6.21	6	2	62
$43.13	4	3	43
$45.19	4	5	45
$57.81	5	7	57
$36.02	3	6	36
$39.99	3	9	39
$13.43	1	3	13
$16.33	1	6	16
$21.82	2	1	21
$24.50	2	4	24
$33.49	3	3	33
$185.63	1	8	18
$14.25	1	4	14
$24.50	2	4	24
$26.47	2	6	26
$355.00	3	5	35
$142.00	1	4	14
$63.08	6	3	63
$235.00	2	3	23
$505.00	5	0	50
$121.66	1	2	12
$105.00	1	0	10
$292.60	2	9	29
$60.98	6	0	60
$689.40	6	8	68
$81.00	8	1	81
$105.00	1	0	10
$80.98	8	0	80
$58.88	5	8	58
$58.76	5	8	58
$57.43	5	7	57
"$1,120.15"	1	1	11
$245.00	2	4	24
$400.00	4	0	40
$105.00	1	0	10
$100.00	1	0	10
$250.00	2	5	25
"$1,557.11"	1	5	15
$472.86	4	7	47
$185.48	1	8	18
$60.50	6	0	60
$122.00	1	2	12
$105.00	1	0	10
$82.92	8	2	82
$484.98	4	8	48
$376.59	3	7	37
$235.00	2	3	23
$50.00	5	0	50
$368.40	3	6	36
$250.00	2	5	25
"$1,085.00"	1	0	10
$707.86	7	0	70
$83.11	8	3	83
$62.60	6	2	62
$342.38	3	4	34
$250.00	2	5	25
$85.21	8	5	85
$80.31	8	0	80
$105.00	1	0	10
$167.20	1	6	16
"$2,123.98"	2	1	21
$915.16	9	1	91
$120.17	1	2	12
$109.52	1	0	10
$110.67	1	1	11
$158.57	1	5	15
$88.00	8	8	88
"$1,037.61"	1	0	10
"$1,659.96"	1	6	16
"$1,278.70"	1	2	12
$889.14	8	8	88
$193.20	1	9	19
$454.52	4	5	45
$454.52	4	5	45
$173.77	1	7	17
$74.60	7	4	74
$453.56	4	5	45
$159.75	1	5	15
"$1,157.73"	1	1	11
"$1,025.50"	1	0	10
$703.10	7	0	70
"$1,916.45"	1	9	19
$153.11	1	5	15
$947.65	9	4	94
"$1,709.24"	1	7	17
$86.60	8	6	86
"$1,248.35"	1	2	12
$136.25	1	3	13
$178.75	1	7	17
"$2,349.30"	2	3	23
"$1,466.70"	1	4	14
$89.60	8	9	89
"$3,075.11"	3	0	30
"$1,331.44"	1	3	13
$228.20	2	2	22
"$1,021.96"	1	0	10
$102.60	1	0	10
"$1,930.32"	1	9	19
($259.04)	2	5	25
$577.56	5	7	57
$866.69	8	6	86
"$3,754.77"	3	7	37
$893.42	8	9	89
$465.75	4	6	46
"$1,027.20"	1	0	10
"$1,288.50"	1	2	12
$147.12	1	4	14
$53.12	5	3	53
$387.95	3	8	38
"$1,033.62"	1	0	10
$416.90	4	1	41
$210.63	2	1	21
$288.33	2	8	28
$955.74	9	5	95
"$1,658.04"	1	6	16
$30.87	3	0	30
$288.59	2	8	28
$981.10	9	8	98
$299.25	2	9	29
"$3,024.75"	3	0	30
$417.49	4	1	41
$648.25	6	4	64
"$1,223.72"	1	2	12
$127.21	1	2	12
$343.39	3	4	34
"$2,531.68"	2	5	25
"$2,040.70"	2	0	20
$700.73	7	0	70
$642.09	6	4	64
$141.57	1	4	14
$119.75	1	1	11
$80.17	8	0	80
$961.02	9	6	96
$57.43	5	7	57
$161.72	1	6	16
$198.62	1	9	19
$93.30	9	3	93
"$1,447.93"	1	4	14
$260.77	2	6	26
"$1,675.72"	1	6	16
$384.66	3	8	38
"$1,406.88"	1	4	14
$823.64	8	2	82
$994.61	9	9	99
$30.67	3	0	30
$170.22	1	7	17
$70.77	7	0	70
$260.38	2	6	26
$224.32	2	2	22
$683.68	6	8	68
$732.74	7	3	73
$28.11	2	8	28
$102.68	1	0	10
$684.12	6	8	68
$985.64	9	8	98
"$1,033.71"	1	0	10
$228.32	2	2	22
"$3,812.03"	3	8	38
$854.08	8	5	85
"$3,953.24"	3	9	39
$342.36	3	4	34
"$1,747.44"	1	7	17
$209.44	2	0	20
$419.25	4	1	41
$209.44	2	0	20
$210.41	2	1	21
$818.00	8	1	81
$816.48	8	1	81
$206.66	2	0	20
$328.23	3	2	32
"$1,882.97"	1	8	18
$68.26	6	8	68
$62.28	6	2	62
$17.97	1	7	17
"$1,979.73"	1	9	19
"$2,038.06"	2	0	20
$409.76	4	0	40
"$1,020.80"	1	0	10
$153.23	1	5	15
"$1,005.74"	1	0	10
$683.68	6	8	68
"$2,179.13"	2	1	21
$683.68	6	8	68
"$1,826.85"	1	8	18
$245.44	2	4	24
"$1,605.73"	1	6	16
$84.27	8	4	84
$615.52	6	1	61
$102.02	1	0	10
"$1,541.19"	1	5	15
$495.40	4	9	49
"$1,778.36"	1	7	17
"$2,674.81"	2	6	26
"$1,033.71"	1	0	10
$993.92	9	9	99
$228.32	2	2	22
$378.71	3	7	37
"$1,633.18"	1	6	16
"$1,224.53"	1	2	12
$817.06	8	1	81
$409.76	4	0	40
$476.29	4	7	47
"$2,771.25"	2	7	27
"$1,011.00"	1	0	10
$194.38	1	9	19
$209.90	2	0	20
$313.94	3	1	31
"$1,656.96"	1	6	16
"$1,040.30"	1	0	10
"$1,040.30"	1	0	10
$464.02	4	6	46
$591.26	5	9	59
$458.68	4	5	45
$863.69	8	6	86
$60.17	6	0	60
$793.19	7	9	79
"$2,143.38"	2	1	21
"$1,103.65"	1	1	11
$306.45	3	0	30
$298.72	2	9	29
$940.50	9	4	94
$744.40	7	4	74
($105.90)	1	0	10
$150.95	1	5	15
"$1,604.25"	1	6	16
$150.95	1	5	15
$43.97	4	3	43
"$1,765.46"	1	7	17
"$1,226.86"	1	2	12
$793.19	7	9	79
$225.30	2	2	22
($35.30)	3	5	35
$80.97	8	0	80
$172.52	1	7	17
$389.49	3	8	38
"$1,204.97"	1	2	12
$102.62	1	0	10
($71.70)	7	1	71
$43.97	4	3	43
"$2,317.58"	2	3	23
"$3,627.72"	3	6	36
"$1,160.12"	1	1	11
$110.17	1	1	11
$140.07	1	4	14
$252.12	2	5	25
$488.43	4	8	48
"$2,234.25"	2	2	22
"$1,092.46"	1	0	10
$170.17	1	7	17
$739.95	7	3	73
$329.36	3	2	32
$97.97	9	7	97
$442.82	4	4	44
$450.60	4	5	45
$680.12	6	8	68
$994.33	9	9	99
"$1,033.56"	1	0	10
$228.77	2	2	22
$248.84	2	4	24
$248.54	2	4	24
$153.37	1	5	15
"$1,284.94"	1	2	12
$386.90	3	8	38
$386.90	3	8	38
"$1,136.06"	1	1	11
"$1,864.28"	1	8	18
$994.33	9	9	99
$11.80	1	1	11
$11.80	1	1	11
$775.84	7	7	77
$84.72	8	4	84
$456.77	4	5	45
$17.97	1	7	17
$129.52	1	2	12
$43.67	4	3	43
$106.01	1	0	10
"$1,470.75"	1	4	14
$395.65	3	9	39
$157.35	1	5	15
$87.02	8	7	87
$775.92	7	7	77
"$1,216.11"	1	2	12
"$1,216.11"	1	2	12
"$2,421.54"	2	4	24
($573.80)	5	7	57
$171.77	1	7	17
"$1,809.16"	1	8	18
"$1,761.87"	1	7	17
"$4,190.94"	4	1	41
$139.17	1	3	13
"$2,058.00"	2	0	20
"$1,309.55"	1	3	13
$856.91	8	5	85
$419.62	4	1	41
"$1,020.57"	1	0	10
$70.77	7	0	70
$43.67	4	3	43
$626.39	6	2	62
$334.82	3	3	33
"$1,847.61"	1	8	18
$626.64	6	2	62
$168.40	1	6	16
"$1,073.50"	1	0	10
"$1,619.54"	1	6	16
"$1,137.21"	1	1	11
"$1,027.20"	1	0	10
$313.94	3	1	31
$193.60	1	9	19
$193.60	1	9	19
$110.67	1	1	11
"$2,046.19"	2	0	20
"$2,046.19"	2	0	20
"$1,033.71"	1	0	10
"$3,692.37"	3	6	36
"$2,527.11"	2	5	25
"$2,527.11"	2	5	25
$306.58	3	0	30
$264.16	2	6	26
$275.75	2	7	27
$260.66	2	6	26
$385.05	3	8	38
$124.27	1	2	12
"$1,242.54"	1	2	12
"$1,935.80"	1	9	19
"$1,935.80"	1	9	19
$793.19	7	9	79
"$2,045.98"	2	0	20
$421.29	4	2	42
$61.52	6	1	61
"$2,047.84"	2	0	20
$618.04	6	1	61
$388.10	3	8	38
$432.60	4	3	43
"$1,624.00"	1	6	16
$959.56	9	5	95
$959.56	9	5	95
$4.44	4	4	44
"$1,545.20"	1	5	15
$386.90	3	8	38
"$1,405.67"	1	4	14
$793.19	7	9	79
$625.71	6	2	62
$70.52	7	0	70
$83.52	8	3	83
$517.98	5	1	51
$669.46	6	6	66
$669.46	6	6	66
$280.88	2	8	28
"$1,966.89"	1	9	19
"$1,916.46"	1	9	19
$294.63	2	9	29
$683.68	6	8	68
$610.13	6	1	61
$610.13	6	1	61
"$2,067.75"	2	0	20
$83.27	8	3	83
